date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
2021-04-23,California,State,Lambda,4.0,1.08,1.42857142857,0.44286979628
2021-04-23,California,State,Alpha,198.0,53.37,175.42857142857,54.384410983171
2021-04-23,California,State,Beta,3.0,0.81,2.85714285714,0.88573959256
2021-04-23,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-24,California,State,Other,29.0,20.42,63.85714285714,20.732838589981
2021-04-24,California,State,Mu,0.0,0.0,0.14285714285,0.046382189239
2021-04-24,California,State,Beta,0.0,0.0,2.0,0.649350649351
2021-04-24,California,State,Epsilon,13.0,9.15,33.14285714285,10.760667903525
2021-04-24,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-24,California,State,Lambda,3.0,2.11,1.85714285714,0.602968460111
2021-04-24,California,State,Total,142.0,100.0,308.0,100.0
2021-04-24,California,State,Gamma,10.0,7.04,29.28571428571,9.508348794063
2021-04-24,California,State,Delta,5.0,3.52,8.71428571428,2.829313543599
2021-04-24,California,State,Alpha,82.0,57.75,169.0,54.87012987013
2021-04-25,California,State,Delta,9.0,6.47,9.28571428571,3.057384760113
2021-04-25,California,State,Gamma,11.0,7.91,26.85714285714,8.842897460019
2021-04-25,California,State,Total,139.0,100.0,303.71428571428,100.0
2021-04-25,California,State,Other,35.0,25.18,63.85714285714,21.025399811853
2021-04-25,California,State,Mu,0.0,0.0,0.14285714285,0.047036688617
2021-04-25,California,State,Beta,1.0,0.72,2.14285714285,0.705550329257
2021-04-25,California,State,Alpha,71.0,51.08,167.0,54.985888993415
2021-04-25,California,State,Epsilon,11.0,7.91,32.42857142857,10.677328316087
2021-04-25,California,State,Lambda,1.0,0.72,2.0,0.65851364064
2021-04-25,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-26,California,State,Gamma,38.0,9.87,26.42857142857,8.855911919579
2021-04-26,California,State,Total,385.0,100.0,298.42857142857,100.0
2021-04-26,California,State,Beta,3.0,0.78,2.28571428571,0.765916706558
2021-04-26,California,State,Lambda,5.0,1.3,2.28571428571,0.765916706558
2021-04-26,California,State,Alpha,221.0,57.4,166.28571428571,55.720440402106
2021-04-26,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-26,California,State,Mu,0.0,0.0,0.14285714285,0.04786979416
2021-04-26,California,State,Other,74.0,19.22,61.85714285714,20.72762087123
2021-04-26,California,State,Epsilon,34.0,8.83,30.0,10.052656773576
2021-04-26,California,State,Delta,10.0,2.6,9.14285714285,3.063666826233
2021-04-27,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-27,California,State,Delta,13.0,3.58,8.85714285714,2.993722839208
2021-04-27,California,State,Mu,3.0,0.83,0.57142857142,0.193143408981
2021-04-27,California,State,Beta,1.0,0.28,1.85714285714,0.627716079189
2021-04-27,California,State,Gamma,28.0,7.71,26.28571428571,8.884596813134
2021-04-27,California,State,Lambda,3.0,0.83,2.42857142857,0.82085948817
2021-04-27,California,State,Epsilon,29.0,7.99,30.42857142857,10.284886528247
2021-04-27,California,State,Total,363.0,100.0,295.85714285714,100.0
2021-04-27,California,State,Alpha,210.0,57.85,163.85714285714,55.38387252535
2021-04-27,California,State,Other,76.0,20.94,61.57142857142,20.811202317721
2021-04-28,California,State,Other,95.0,22.3,65.57142857142,21.122871606075
2021-04-28,California,State,Gamma,42.0,9.86,28.0,9.019788311091
2021-04-28,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-28,California,State,Delta,16.0,3.76,10.14285714285,3.267372296364
2021-04-28,California,State,Epsilon,41.0,9.62,31.14285714285,10.032213529682
2021-04-28,California,State,Mu,1.0,0.23,0.71428571428,0.230096640589
2021-04-28,California,State,Beta,5.0,1.17,2.28571428571,0.736309249885
2021-04-28,California,State,Lambda,6.0,1.41,3.28571428571,1.05844454671
2021-04-28,California,State,Total,426.0,100.0,310.42857142857,100.0
2021-04-28,California,State,Alpha,220.0,51.64,169.28571428571,54.532903819604
2021-04-29,California,State,Epsilon,38.0,9.72,31.57142857142,9.968425800631
2021-04-29,California,State,Delta,24.0,6.14,12.28571428571,3.879115922418
2021-04-29,California,State,Mu,0.0,0.0,0.57142857142,0.180423996392
2021-04-29,California,State,Beta,8.0,2.05,3.0,0.947225981055
2021-04-29,California,State,Alpha,201.0,51.41,171.85714285714,54.26251691475
2021-04-29,California,State,Total,391.0,100.0,316.71428571428,100.0
2021-04-29,California,State,Lambda,2.0,0.51,3.42857142857,1.082543978349
2021-04-29,California,State,Gamma,35.0,8.95,28.42857142857,8.976093820478
2021-04-29,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-29,California,State,Other,83.0,21.23,65.57142857142,20.703653585927
2021-04-30,California,State,Alpha,217.0,64.2,174.57142857142,55.952380952381
2021-04-30,California,State,Lambda,3.0,0.89,3.28571428571,1.053113553114
2021-04-30,California,State,Beta,1.0,0.3,2.71428571428,0.869963369963
2021-04-30,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-30,California,State,Other,49.0,14.5,63.0,20.192307692308
2021-04-30,California,State,Delta,16.0,4.73,13.28571428571,4.258241758242
2021-04-30,California,State,Epsilon,23.0,6.8,27.0,8.653846153846
2021-04-30,California,State,Total,338.0,100.0,312.0,100.0
2021-04-30,California,State,Gamma,29.0,8.58,27.57142857142,8.836996336996
2021-04-30,California,State,Mu,0.0,0.0,0.57142857142,0.18315018315
2021-05-01,California,State,Total,222.0,100.0,323.42857142857,100.0
2021-05-01,California,State,Gamma,25.0,11.26,29.71428571428,9.187279151943
2021-05-01,California,State,Beta,6.0,2.7,3.57142857142,1.104240282686
2021-05-01,California,State,Delta,13.0,5.86,14.42857142857,4.461130742049
2021-05-01,California,State,Epsilon,26.0,11.71,28.85714285714,8.922261484099
2021-05-01,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-01,California,State,Alpha,126.0,56.76,180.85714285714,55.918727915194
2021-05-01,California,State,Lambda,0.0,0.0,2.85714285714,0.883392226148
2021-05-01,California,State,Other,26.0,11.71,62.57142857142,19.34628975265
2021-05-01,California,State,Mu,0.0,0.0,0.57142857142,0.17667844523
2021-05-02,California,State,Total,129.0,100.0,322.0,100.0
2021-05-02,California,State,Alpha,68.0,52.71,180.42857142857,56.03371783496
2021-05-02,California,State,Beta,0.0,0.0,3.42857142857,1.064773735581
2021-05-02,California,State,Lambda,1.0,0.78,2.85714285714,0.887311446318
2021-05-02,California,State,Mu,1.0,0.78,0.71428571428,0.221827861579
2021-05-02,California,State,Gamma,15.0,11.63,30.28571428571,9.405501330967
2021-05-02,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-02,California,State,Other,29.0,22.48,61.71428571428,19.165927240461
2021-05-02,California,State,Epsilon,6.0,4.65,28.14285714285,8.740017746229
2021-05-02,California,State,Delta,9.0,6.98,14.42857142857,4.480922803904
2021-05-03,California,State,Mu,1.0,0.28,0.85714285714,0.2700270027
2021-05-03,California,State,Total,353.0,100.0,317.42857142857,100.0
2021-05-03,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-03,California,State,Gamma,36.0,10.2,30.0,9.450945094509
2021-05-03,California,State,Other,74.0,20.96,61.71428571428,19.441944194419
2021-05-03,California,State,Lambda,3.0,0.85,2.57142857142,0.810081008101
2021-05-03,California,State,Beta,2.0,0.57,3.28571428571,1.035103510351
2021-05-03,California,State,Delta,11.0,3.12,14.57142857142,4.590459045905
2021-05-03,California,State,Epsilon,24.0,6.8,26.71428571428,8.415841584158
2021-05-03,California,State,Alpha,202.0,57.22,177.71428571428,55.985598559856
2021-05-04,California,State,Delta,18.0,5.11,15.28571428571,4.839439167797
2021-05-04,California,State,Total,352.0,100.0,315.85714285714,100.0
2021-05-04,California,State,Mu,2.0,0.57,0.71428571428,0.226142017187
2021-05-04,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-04,California,State,Alpha,197.0,55.97,175.85714285714,55.676164631389
2021-05-04,California,State,Beta,5.0,1.42,3.85714285714,1.221166892809
2021-05-04,California,State,Lambda,2.0,0.57,2.42857142857,0.768882858435
2021-05-04,California,State,Epsilon,31.0,8.81,27.0,8.548168249661
2021-05-04,California,State,Other,51.0,14.49,58.14285714285,18.407960199005
2021-05-04,California,State,Gamma,46.0,13.07,32.57142857142,10.312075983718
2021-05-05,California,State,Mu,2.0,0.57,0.85714285714,0.280767430978
2021-05-05,California,State,Gamma,40.0,11.36,32.28571428571,10.575573233505
2021-05-05,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-05,California,State,Beta,0.0,0.0,3.14285714285,1.029480580253
2021-05-05,California,State,Alpha,187.0,53.12,171.14285714285,56.059897051942
2021-05-05,California,State,Epsilon,22.0,6.25,24.28571428571,7.955077211044
2021-05-05,California,State,Total,352.0,100.0,305.28571428571,100.0
2021-05-05,California,State,Lambda,6.0,1.7,2.42857142857,0.795507721104
2021-05-05,California,State,Delta,19.0,5.4,15.71428571428,5.147402901263
2021-05-05,California,State,Other,76.0,21.59,55.42857142857,18.156293869911
2021-05-06,California,State,Epsilon,22.0,5.95,22.0,7.277882797732
2021-05-06,California,State,Other,62.0,16.76,52.42857142857,17.34404536862
2021-05-06,California,State,Total,370.0,100.0,302.28571428571,100.0
2021-05-06,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-06,California,State,Beta,2.0,0.54,2.28571428571,0.756143667297
2021-05-06,California,State,Delta,20.0,5.41,15.14285714285,5.009451795841
2021-05-06,California,State,Lambda,2.0,0.54,2.42857142857,0.803402646503
2021-05-06,California,State,Mu,1.0,0.27,1.0,0.330812854442
2021-05-06,California,State,Gamma,49.0,13.24,34.28571428571,11.342155009452
2021-05-06,California,State,Alpha,212.0,57.3,172.71428571428,57.136105860113
2021-05-07,California,State,Gamma,33.0,11.87,34.85714285714,11.867704280156
2021-05-07,California,State,Delta,22.0,7.91,16.0,5.447470817121
2021-05-07,California,State,Epsilon,16.0,5.76,21.0,7.149805447471
2021-05-07,California,State,Mu,0.0,0.0,1.0,0.34046692607
2021-05-07,California,State,Other,42.0,15.11,51.42857142857,17.509727626459
2021-05-07,California,State,Lambda,0.0,0.0,2.0,0.68093385214
2021-05-07,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-07,California,State,Alpha,163.0,58.63,165.0,56.177042801556
2021-05-07,California,State,Beta,2.0,0.72,2.42857142857,0.826848249027
2021-05-07,California,State,Total,278.0,100.0,293.71428571428,100.0
2021-05-08,California,State,Gamma,11.0,6.51,32.85714285714,11.482775836246
2021-05-08,California,State,Epsilon,6.0,3.55,18.14285714285,6.340489266101
2021-05-08,California,State,Mu,3.0,1.78,1.42857142857,0.499251123315
2021-05-08,California,State,Total,169.0,100.0,286.14285714285,100.0
2021-05-08,California,State,Lambda,2.0,1.18,2.28571428571,0.798801797304
2021-05-08,California,State,Beta,0.0,0.0,1.57142857142,0.549176235647
2021-05-08,California,State,Delta,10.0,5.92,15.57142857142,5.441837244134
2021-05-08,California,State,Other,30.0,17.75,52.0,18.172740888667
2021-05-08,California,State,Alpha,107.0,63.31,162.28571428571,56.714927608587
2021-05-08,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-09,California,State,Epsilon,2.0,1.77,17.57142857142,6.190236537494
2021-05-09,California,State,Other,17.0,15.04,50.28571428571,17.715148465023
2021-05-09,California,State,Mu,1.0,0.88,1.42857142857,0.503271263211
2021-05-09,California,State,Delta,4.0,3.54,14.85714285714,5.234021137393
2021-05-09,California,State,Beta,0.0,0.0,1.57142857142,0.553598389532
2021-05-09,California,State,Gamma,14.0,12.39,32.71428571428,11.524911927529
2021-05-09,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-09,California,State,Total,113.0,100.0,283.85714285714,100.0
2021-05-09,California,State,Lambda,10.0,8.85,3.57142857142,1.258178158027
2021-05-09,California,State,Alpha,65.0,57.52,161.85714285714,57.020634121792
2021-05-10,California,State,Mu,0.0,0.0,1.28571428571,0.47619047619
2021-05-10,California,State,Alpha,157.0,61.33,155.42857142857,57.566137566138
2021-05-10,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-10,California,State,Epsilon,10.0,3.91,15.57142857142,5.767195767196
2021-05-10,California,State,Delta,17.0,6.64,15.71428571428,5.820105820106
2021-05-10,California,State,Gamma,27.0,10.55,31.42857142857,11.640211640212
2021-05-10,California,State,Beta,2.0,0.78,1.57142857142,0.582010582011
2021-05-10,California,State,Lambda,2.0,0.78,3.42857142857,1.269841269841
2021-05-10,California,State,Total,256.0,100.0,270.0,100.0
2021-05-10,California,State,Other,41.0,16.02,45.57142857142,16.878306878307
2021-05-11,California,State,Beta,0.0,0.0,0.85714285714,0.335195530726
2021-05-11,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-11,California,State,Other,45.0,17.86,44.71428571428,17.486033519553
2021-05-11,California,State,Alpha,149.0,59.13,148.57142857142,58.100558659218
2021-05-11,California,State,Lambda,2.0,0.79,3.42857142857,1.340782122905
2021-05-11,California,State,Gamma,29.0,11.51,29.0,11.340782122905
2021-05-11,California,State,Mu,0.0,0.0,1.0,0.391061452514
2021-05-11,California,State,Epsilon,13.0,5.16,13.0,5.083798882682
2021-05-11,California,State,Total,252.0,100.0,255.71428571428,100.0
2021-05-11,California,State,Delta,14.0,5.56,15.14285714285,5.921787709497
2021-05-12,California,State,Total,281.0,100.0,245.57142857142,100.0
2021-05-12,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-12,California,State,Epsilon,19.0,6.76,12.57142857142,5.119255381035
2021-05-12,California,State,Delta,19.0,6.76,15.14285714285,6.166375799884
2021-05-12,California,State,Beta,0.0,0.0,0.85714285714,0.349040139616
2021-05-12,California,State,Lambda,7.0,2.49,3.57142857142,1.454333915067
2021-05-12,California,State,Other,49.0,17.44,40.85714285714,16.637579988365
2021-05-12,California,State,Gamma,24.0,8.54,26.71428571428,10.8784176847
2021-05-12,California,State,Alpha,163.0,58.01,145.14285714285,59.104130308319
2021-05-12,California,State,Mu,0.0,0.0,0.71428571428,0.290866783013
2021-05-13,California,State,Total,244.0,100.0,227.57142857142,100.0
2021-05-13,California,State,Epsilon,8.0,3.28,10.57142857142,4.645323289391
2021-05-13,California,State,Mu,1.0,0.41,0.71428571428,0.313873195229
2021-05-13,California,State,Gamma,23.0,9.43,23.0,10.106716886378
2021-05-13,California,State,Delta,8.0,3.28,13.42857142857,5.900816070308
2021-05-13,California,State,Alpha,166.0,68.03,138.57142857142,60.891399874451
2021-05-13,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-13,California,State,Beta,0.0,0.0,0.57142857142,0.251098556183
2021-05-13,California,State,Other,38.0,15.57,37.42857142857,16.446955430006
2021-05-13,California,State,Lambda,0.0,0.0,3.28571428571,1.443816698054
2021-05-14,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-14,California,State,Delta,8.0,3.21,11.42857142857,5.115089514066
2021-05-14,California,State,Lambda,0.0,0.0,3.28571428571,1.470588235294
2021-05-14,California,State,Total,249.0,100.0,223.42857142857,100.0
2021-05-14,California,State,Alpha,156.0,62.65,137.57142857142,61.572890025575
2021-05-14,California,State,Beta,2.0,0.8,0.57142857142,0.255754475703
2021-05-14,California,State,Other,41.0,16.47,37.28571428571,16.687979539642
2021-05-14,California,State,Gamma,30.0,12.05,22.57142857142,10.102301790281
2021-05-14,California,State,Mu,1.0,0.4,0.85714285714,0.383631713555
2021-05-14,California,State,Epsilon,11.0,4.42,9.85714285714,4.411764705882
2021-05-15,California,State,Epsilon,6.0,4.58,9.85714285714,4.521625163827
2021-05-15,California,State,Other,29.0,22.14,37.14285714285,17.038007863696
2021-05-15,California,State,Mu,0.0,0.0,0.42857142857,0.196592398427
2021-05-15,California,State,Alpha,81.0,61.83,133.85714285714,61.402359108781
2021-05-15,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-15,California,State,Total,131.0,100.0,218.0,100.0
2021-05-15,California,State,Gamma,10.0,7.63,22.42857142857,10.288335517693
2021-05-15,California,State,Beta,0.0,0.0,0.57142857142,0.262123197903
2021-05-15,California,State,Lambda,1.0,0.76,3.14285714285,1.441677588467
2021-05-15,California,State,Delta,4.0,3.05,10.57142857142,4.849279161206
2021-05-16,California,State,Gamma,10.0,10.99,21.85714285714,10.172872340426
2021-05-16,California,State,Lambda,0.0,0.0,1.71428571428,0.797872340426
2021-05-16,California,State,Epsilon,10.0,10.99,11.0,5.119680851064
2021-05-16,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-16,California,State,Delta,2.0,2.2,10.28571428571,4.787234042553
2021-05-16,California,State,Other,17.0,18.68,37.14285714285,17.287234042553
2021-05-16,California,State,Total,91.0,100.0,214.85714285714,100.0
2021-05-16,California,State,Alpha,52.0,57.14,132.0,61.436170212766
2021-05-16,California,State,Mu,0.0,0.0,0.28571428571,0.132978723404
2021-05-16,California,State,Beta,0.0,0.0,0.57142857142,0.265957446809
2021-05-17,California,State,Lambda,1.0,0.38,1.57142857142,0.727032385988
2021-05-17,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-17,California,State,Total,265.0,100.0,216.14285714285,100.0
2021-05-17,California,State,Mu,3.0,1.13,0.71428571428,0.330469266358
2021-05-17,California,State,Other,60.0,22.64,39.85714285714,18.440185062789
2021-05-17,California,State,Gamma,30.0,11.32,22.28571428571,10.310641110377
2021-05-17,California,State,Alpha,144.0,54.34,130.14285714285,60.211500330469
2021-05-17,California,State,Delta,11.0,4.15,9.42857142857,4.362194315929
2021-05-17,California,State,Epsilon,16.0,6.04,11.85714285714,5.485789821547
2021-05-17,California,State,Beta,0.0,0.0,0.28571428571,0.132187706543
2021-05-18,California,State,Delta,8.0,3.28,8.57142857142,3.986710963455
2021-05-18,California,State,Epsilon,9.0,3.69,11.28571428571,5.249169435216
2021-05-18,California,State,Other,43.0,17.62,39.57142857142,18.405315614618
2021-05-18,California,State,Total,244.0,100.0,215.0,100.0
2021-05-18,California,State,Beta,0.0,0.0,0.28571428571,0.132890365449
2021-05-18,California,State,Gamma,35.0,14.34,23.14285714285,10.764119601329
2021-05-18,California,State,Mu,0.0,0.0,0.71428571428,0.332225913621
2021-05-18,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-18,California,State,Lambda,0.0,0.0,1.28571428571,0.598006644518
2021-05-18,California,State,Alpha,149.0,61.07,130.14285714285,60.531561461794
2021-05-19,California,State,Beta,1.0,0.4,0.42857142857,0.203114421124
2021-05-19,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-19,California,State,Total,253.0,100.0,211.0,100.0
2021-05-19,California,State,Other,45.0,17.79,39.0,18.483412322275
2021-05-19,California,State,Epsilon,12.0,4.74,10.28571428571,4.874746106974
2021-05-19,California,State,Gamma,27.0,10.67,23.57142857142,11.171293161814
2021-05-19,California,State,Delta,13.0,5.14,7.71428571428,3.65605958023
2021-05-19,California,State,Mu,1.0,0.4,0.85714285714,0.406228842248
2021-05-19,California,State,Alpha,154.0,60.87,128.85714285714,61.069735951253
2021-05-19,California,State,Lambda,0.0,0.0,0.28571428571,0.135409614083
2021-05-20,California,State,Delta,8.0,3.65,7.71428571428,3.719008264463
2021-05-20,California,State,Mu,2.0,0.91,1.0,0.482093663912
2021-05-20,California,State,Other,52.0,23.74,41.0,19.765840220386
2021-05-20,California,State,Gamma,21.0,9.59,23.28571428571,11.225895316804
2021-05-20,California,State,Epsilon,3.0,1.37,9.57142857142,4.614325068871
2021-05-20,California,State,Alpha,130.0,59.36,123.71428571428,59.641873278237
2021-05-20,California,State,Lambda,3.0,1.37,0.71428571428,0.34435261708
2021-05-20,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-20,California,State,Total,219.0,100.0,207.42857142857,100.0
2021-05-20,California,State,Beta,0.0,0.0,0.42857142857,0.206611570248
2021-05-21,California,State,Delta,13.0,6.53,8.42857142857,4.208273894437
2021-05-21,California,State,Gamma,17.0,8.54,21.42857142857,10.699001426534
2021-05-21,California,State,Other,32.0,16.08,39.71428571428,19.828815977175
2021-05-21,California,State,Beta,1.0,0.5,0.28571428571,0.142653352354
2021-05-21,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-21,California,State,Total,199.0,100.0,200.28571428571,100.0
2021-05-21,California,State,Alpha,120.0,60.3,118.57142857142,59.201141226819
2021-05-21,California,State,Mu,1.0,0.5,1.0,0.499286733238
2021-05-21,California,State,Lambda,6.0,3.02,1.57142857142,0.784593437946
2021-05-21,California,State,Epsilon,9.0,4.52,9.28571428571,4.636233951498
2021-05-22,California,State,Other,27.0,22.31,39.42857142857,19.827586206897
2021-05-22,California,State,Gamma,10.0,8.26,21.42857142857,10.775862068966
2021-05-22,California,State,Total,121.0,100.0,198.85714285714,100.0
2021-05-22,California,State,Delta,9.0,7.44,9.14285714285,4.597701149425
2021-05-22,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-22,California,State,Alpha,69.0,57.02,116.85714285714,58.764367816092
2021-05-22,California,State,Epsilon,6.0,4.96,9.28571428571,4.669540229885
2021-05-22,California,State,Mu,0.0,0.0,1.0,0.502873563218
2021-05-22,California,State,Lambda,0.0,0.0,1.42857142857,0.718390804598
2021-05-22,California,State,Beta,0.0,0.0,0.28571428571,0.14367816092
2021-05-23,California,State,Mu,0.0,0.0,1.0,0.514705882353
2021-05-23,California,State,Gamma,8.0,13.56,21.14285714285,10.882352941176
2021-05-23,California,State,Total,59.0,100.0,194.28571428571,100.0
2021-05-23,California,State,Epsilon,5.0,8.47,8.57142857142,4.411764705882
2021-05-23,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-23,California,State,Alpha,28.0,47.46,113.42857142857,58.382352941176
2021-05-23,California,State,Beta,0.0,0.0,0.28571428571,0.147058823529
2021-05-23,California,State,Other,12.0,20.34,38.71428571428,19.926470588235
2021-05-23,California,State,Delta,6.0,10.17,9.71428571428,5.0
2021-05-23,California,State,Lambda,0.0,0.0,1.42857142857,0.735294117647
2021-05-24,California,State,Mu,2.0,0.93,0.85714285714,0.45766590389
2021-05-24,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-24,California,State,Total,216.0,100.0,187.28571428571,100.0
2021-05-24,California,State,Delta,24.0,11.11,11.57142857142,6.178489702517
2021-05-24,California,State,Other,36.0,16.67,35.28571428571,18.840579710145
2021-05-24,California,State,Gamma,28.0,12.96,20.85714285714,11.136536994661
2021-05-24,California,State,Beta,2.0,0.93,0.57142857142,0.305110602593
2021-05-24,California,State,Lambda,1.0,0.46,1.42857142857,0.762776506484
2021-05-24,California,State,Alpha,114.0,52.78,109.14285714285,58.276125095347
2021-05-24,California,State,Epsilon,9.0,4.17,7.57142857142,4.042715484363
2021-05-25,California,State,Alpha,112.0,56.85,103.85714285714,57.51582278481
2021-05-25,California,State,Beta,0.0,0.0,0.57142857142,0.316455696203
2021-05-25,California,State,Lambda,1.0,0.51,1.57142857142,0.870253164557
2021-05-25,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-25,California,State,Other,38.0,19.29,34.57142857142,19.145569620253
2021-05-25,California,State,Total,197.0,100.0,180.57142857142,100.0
2021-05-25,California,State,Epsilon,9.0,4.57,7.57142857142,4.193037974684
2021-05-25,California,State,Mu,6.0,3.05,1.71428571428,0.949367088608
2021-05-25,California,State,Delta,16.0,8.12,12.71428571428,7.041139240506
2021-05-25,California,State,Gamma,15.0,7.61,18.0,9.96835443038
2021-05-26,California,State,Lambda,0.0,0.0,1.57142857142,0.89358245329
2021-05-26,California,State,Mu,5.0,2.27,2.28571428571,1.299756295695
2021-05-26,California,State,Gamma,38.0,17.27,19.57142857142,11.129163281885
2021-05-26,California,State,Alpha,117.0,53.18,98.57142857142,56.051990251828
2021-05-26,California,State,Total,220.0,100.0,175.85714285714,100.0
2021-05-26,California,State,Other,34.0,15.45,33.0,18.76523151909
2021-05-26,California,State,Delta,22.0,10.0,14.0,7.961007311129
2021-05-26,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-26,California,State,Beta,0.0,0.0,0.42857142857,0.243704305443
2021-05-26,California,State,Epsilon,4.0,1.82,6.42857142857,3.655564581641
2021-05-27,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-27,California,State,Epsilon,1.0,0.49,6.14285714285,3.536184210526
2021-05-27,California,State,Gamma,24.0,11.76,20.0,11.513157894737
2021-05-27,California,State,Total,204.0,100.0,173.71428571428,100.0
2021-05-27,California,State,Mu,2.0,0.98,2.28571428571,1.315789473684
2021-05-27,California,State,Delta,25.0,12.25,16.42857142857,9.457236842105
2021-05-27,California,State,Alpha,117.0,57.35,96.71428571428,55.674342105263
2021-05-27,California,State,Other,33.0,16.18,30.28571428571,17.434210526316
2021-05-27,California,State,Beta,0.0,0.0,0.42857142857,0.246710526316
2021-05-27,California,State,Lambda,2.0,0.98,1.42857142857,0.822368421053
2021-05-28,California,State,Alpha,104.0,52.53,94.42857142857,54.40329218107
2021-05-28,California,State,Gamma,24.0,12.12,21.0,12.098765432099
2021-05-28,California,State,Epsilon,4.0,2.02,5.42857142857,3.127572016461
2021-05-28,California,State,Mu,2.0,1.01,2.42857142857,1.399176954733
2021-05-28,California,State,Beta,0.0,0.0,0.28571428571,0.164609053498
2021-05-28,California,State,Other,33.0,16.67,30.42857142857,17.530864197531
2021-05-28,California,State,Total,198.0,100.0,173.57142857142,100.0
2021-05-28,California,State,Lambda,2.0,1.01,0.85714285714,0.493827160494
2021-05-28,California,State,Delta,29.0,14.65,18.71428571428,10.781893004115
2021-05-28,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-29,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-29,California,State,Total,99.0,100.0,170.42857142857,100.0
2021-05-29,California,State,Lambda,0.0,0.0,0.85714285714,0.502933780386
2021-05-29,California,State,Beta,1.0,1.01,0.42857142857,0.251466890193
2021-05-29,California,State,Delta,16.0,16.16,19.71428571428,11.567476948868
2021-05-29,California,State,Gamma,11.0,11.11,21.14285714285,12.405699916178
2021-05-29,California,State,Mu,1.0,1.01,2.57142857142,1.508801341157
2021-05-29,California,State,Other,21.0,21.21,29.57142857142,17.351215423303
2021-05-29,California,State,Alpha,45.0,45.45,91.0,53.394803017603
2021-05-29,California,State,Epsilon,4.0,4.04,5.14285714285,3.017602682313
2021-05-30,California,State,Gamma,9.0,12.0,21.28571428571,12.32423490488
2021-05-30,California,State,Delta,18.0,24.0,21.42857142857,12.406947890819
2021-05-30,California,State,Lambda,0.0,0.0,0.85714285714,0.496277915633
2021-05-30,California,State,Epsilon,2.0,2.67,4.71428571428,2.72952853598
2021-05-30,California,State,Alpha,25.0,33.33,90.57142857142,52.440033085194
2021-05-30,California,State,Total,75.0,100.0,172.71428571428,100.0
2021-05-30,California,State,Other,20.0,26.67,30.71428571428,17.78329197684
2021-05-30,California,State,Beta,0.0,0.0,0.42857142857,0.248138957816
2021-05-30,California,State,Mu,1.0,1.33,2.71428571428,1.571546732837
2021-05-30,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-31,California,State,Lambda,0.0,0.0,0.71428571428,0.48309178744
2021-05-31,California,State,Beta,0.0,0.0,0.14285714285,0.096618357488
2021-05-31,California,State,Total,42.0,100.0,147.85714285714,100.0
2021-05-31,California,State,Alpha,16.0,38.1,76.57142857142,51.787439613527
2021-05-31,California,State,Mu,0.0,0.0,2.42857142857,1.642512077295
2021-05-31,California,State,Other,8.0,19.05,26.71428571428,18.067632850242
2021-05-31,California,State,Delta,11.0,26.19,19.57142857142,13.236714975845
2021-05-31,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-31,California,State,Gamma,6.0,14.29,18.14285714285,12.270531400966
2021-05-31,California,State,Epsilon,1.0,2.38,3.57142857142,2.415458937198
2021-06-01,California,State,Delta,53.0,19.13,24.85714285714,15.605381165919
2021-06-01,California,State,Gamma,33.0,11.91,20.71428571428,13.004484304933
